Publikationsjahr,Indikator_Nr,jahr_num,jahr_char,Wert,Indikator_Name,IndikatorLabelShort,Wohnviertel_id,Wohnviertel,Rang,Indikator-Kategorie,Gewichtung_Text,Bewertung_Text,Einheit,wert_txt
2024,13,2023,2023,39.351498,Wohnflaecheprokopf,Wohnfläche pro Kopf,4,Breite,9,Raum und Umwelt,Die Wohnfäche pro Kopf ist für mich,Eine hohe Wohnfäche pro Kopf ist für mich,m²,"39,4 m²"
2024,13,2023,2023,46.780812,Wohnflaecheprokopf,Wohnfläche pro Kopf,5,St. Alban,17,Raum und Umwelt,Die Wohnfäche pro Kopf ist für mich,Eine hohe Wohnfäche pro Kopf ist für mich,m²,"46,8 m²"
2024,13,2023,2023,39.418566,Wohnflaecheprokopf,Wohnfläche pro Kopf,6,Gundeldingen,10,Raum und Umwelt,Die Wohnfäche pro Kopf ist für mich,Eine hohe Wohnfäche pro Kopf ist für mich,m²,"39,4 m²"
2024,13,2023,2023,48.069764,Wohnflaecheprokopf,Wohnfläche pro Kopf,7,Bruderholz,19,Raum und Umwelt,Die Wohnfäche pro Kopf ist für mich,Eine hohe Wohnfäche pro Kopf ist für mich,m²,"48,1 m²"
2024,13,2023,2023,46.042694,Wohnflaecheprokopf,Wohnfläche pro Kopf,8,Bachletten,16,Raum und Umwelt,Die Wohnfäche pro Kopf ist für mich,Eine hohe Wohnfäche pro Kopf ist für mich,m²,"46,0 m²"
2024,13,2023,2023,41.311624,Wohnflaecheprokopf,Wohnfläche pro Kopf,9,Gotthelf,11,Raum und Umwelt,Die Wohnfäche pro Kopf ist für mich,Eine hohe Wohnfäche pro Kopf ist für mich,m²,"41,3 m²"
2024,13,2023,2023,37.176426,Wohnflaecheprokopf,Wohnfläche pro Kopf,10,Iselin,6,Raum und Umwelt,Die Wohnfäche pro Kopf ist für mich,Eine hohe Wohnfäche pro Kopf ist für mich,m²,"37,2 m²"
2024,13,2023,2023,36.766227,Wohnflaecheprokopf,Wohnfläche pro Kopf,11,St. Johann,4,Raum und Umwelt,Die Wohnfäche pro Kopf ist für mich,Eine hohe Wohnfäche pro Kopf ist für mich,m²,"36,8 m²"
2024,13,2023,2023,43.799128,Wohnflaecheprokopf,Wohnfläche pro Kopf,12,Altstadt Kleinbasel,13,Raum und Umwelt,Die Wohnfäche pro Kopf ist für mich,Eine hohe Wohnfäche pro Kopf ist für mich,m²,"43,8 m²"
2024,13,2023,2023,38.192867,Wohnflaecheprokopf,Wohnfläche pro Kopf,13,Clara,7,Raum und Umwelt,Die Wohnfäche pro Kopf ist für mich,Eine hohe Wohnfäche pro Kopf ist für mich,m²,"38,2 m²"
2024,13,2023,2023,45.504145,Wohnflaecheprokopf,Wohnfläche pro Kopf,14,Wettstein,15,Raum und Umwelt,Die Wohnfäche pro Kopf ist für mich,Eine hohe Wohnfäche pro Kopf ist für mich,m²,"45,5 m²"
2024,13,2023,2023,39.291271,Wohnflaecheprokopf,Wohnfläche pro Kopf,15,Hirzbrunnen,8,Raum und Umwelt,Die Wohnfäche pro Kopf ist für mich,Eine hohe Wohnfäche pro Kopf ist für mich,m²,"39,3 m²"
2024,13,2023,2023,35.356314,Wohnflaecheprokopf,Wohnfläche pro Kopf,16,Rosental,3,Raum und Umwelt,Die Wohnfäche pro Kopf ist für mich,Eine hohe Wohnfäche pro Kopf ist für mich,m²,"35,4 m²"
2024,13,2023,2023,36.807261,Wohnflaecheprokopf,Wohnfläche pro Kopf,17,Matthäus,5,Raum und Umwelt,Die Wohnfäche pro Kopf ist für mich,Eine hohe Wohnfäche pro Kopf ist für mich,m²,"36,8 m²"
2024,13,2023,2023,33.007923,Wohnflaecheprokopf,Wohnfläche pro Kopf,18,Klybeck,1,Raum und Umwelt,Die Wohnfäche pro Kopf ist für mich,Eine hohe Wohnfäche pro Kopf ist für mich,m²,"33,0 m²"
2024,13,2023,2023,33.352875,Wohnflaecheprokopf,Wohnfläche pro Kopf,19,Kleinhüningen,2,Raum und Umwelt,Die Wohnfäche pro Kopf ist für mich,Eine hohe Wohnfäche pro Kopf ist für mich,m²,"33,4 m²"
2024,13,2023,2023,46.939378,Wohnflaecheprokopf,Wohnfläche pro Kopf,20,Riehen,18,Raum und Umwelt,Die Wohnfäche pro Kopf ist für mich,Eine hohe Wohnfäche pro Kopf ist für mich,m²,"46,9 m²"
2024,13,2023,2023,51.957826,Wohnflaecheprokopf,Wohnfläche pro Kopf,30,Bettingen,21,Raum und Umwelt,Die Wohnfäche pro Kopf ist für mich,Eine hohe Wohnfäche pro Kopf ist für mich,m²,"52,0 m²"
2024,13,2023,2023,41.5,Wohnflaecheprokopf,Wohnfläche pro Kopf,99,Kanton Basel-Stadt,12,Raum und Umwelt,Die Wohnfäche pro Kopf ist für mich,Eine hohe Wohnfäche pro Kopf ist für mich,m²,"41,5 m²"
2024,14,2021,2021,6148.0,Vermoegenssteuer,Vermögenssteuer,1,Altstadt Grossbasel,19,Wirtschaft und Arbeit,Die Vermögenssteuer ist für mich,Eine hohe Vermögenssteuer ist für mich,Fr.,6 148 Fr.
2024,14,2021,2021,20164.0,Vermoegenssteuer,Vermögenssteuer,2,Vorstädte,22,Wirtschaft und Arbeit,Die Vermögenssteuer ist für mich,Eine hohe Vermögenssteuer ist für mich,Fr.,20 164 Fr.
2024,14,2021,2021,2313.0,Vermoegenssteuer,Vermögenssteuer,3,Am Ring,12,Wirtschaft und Arbeit,Die Vermögenssteuer ist für mich,Eine hohe Vermögenssteuer ist für mich,Fr.,2 313 Fr.
2024,14,2021,2021,633.0,Vermoegenssteuer,Vermögenssteuer,4,Breite,5,Wirtschaft und Arbeit,Die Vermögenssteuer ist für mich,Eine hohe Vermögenssteuer ist für mich,Fr.,633 Fr.
2024,14,2021,2021,5520.0,Vermoegenssteuer,Vermögenssteuer,5,St. Alban,18,Wirtschaft und Arbeit,Die Vermögenssteuer ist für mich,Eine hohe Vermögenssteuer ist für mich,Fr.,5 520 Fr.
2024,14,2021,2021,750.0,Vermoegenssteuer,Vermögenssteuer,6,Gundeldingen,9,Wirtschaft und Arbeit,Die Vermögenssteuer ist für mich,Eine hohe Vermögenssteuer ist für mich,Fr.,750 Fr.
2024,14,2021,2021,16202.0,Vermoegenssteuer,Vermögenssteuer,7,Bruderholz,20,Wirtschaft und Arbeit,Die Vermögenssteuer ist für mich,Eine hohe Vermögenssteuer ist für mich,Fr.,16 202 Fr.
2024,14,2021,2021,2606.0,Vermoegenssteuer,Vermögenssteuer,8,Bachletten,14,Wirtschaft und Arbeit,Die Vermögenssteuer ist für mich,Eine hohe Vermögenssteuer ist für mich,Fr.,2 606 Fr.
2024,14,2021,2021,4742.0,Vermoegenssteuer,Vermögenssteuer,9,Gotthelf,17,Wirtschaft und Arbeit,Die Vermögenssteuer ist für mich,Eine hohe Vermögenssteuer ist für mich,Fr.,4 742 Fr.
2024,14,2021,2021,513.0,Vermoegenssteuer,Vermögenssteuer,10,Iselin,4,Wirtschaft und Arbeit,Die Vermögenssteuer ist für mich,Eine hohe Vermögenssteuer ist für mich,Fr.,513 Fr.
2024,14,2021,2021,688.0,Vermoegenssteuer,Vermögenssteuer,11,St. Johann,6,Wirtschaft und Arbeit,Die Vermögenssteuer ist für mich,Eine hohe Vermögenssteuer ist für mich,Fr.,688 Fr.
2024,14,2021,2021,1339.0,Vermoegenssteuer,Vermögenssteuer,12,Altstadt Kleinbasel,11,Wirtschaft und Arbeit,Die Vermögenssteuer ist für mich,Eine hohe Vermögenssteuer ist für mich,Fr.,1 339 Fr.
2024,14,2021,2021,692.0,Vermoegenssteuer,Vermögenssteuer,13,Clara,7,Wirtschaft und Arbeit,Die Vermögenssteuer ist für mich,Eine hohe Vermögenssteuer ist für mich,Fr.,692 Fr.
2024,14,2021,2021,2369.0,Vermoegenssteuer,Vermögenssteuer,14,Wettstein,13,Wirtschaft und Arbeit,Die Vermögenssteuer ist für mich,Eine hohe Vermögenssteuer ist für mich,Fr.,2 369 Fr.
2024,14,2021,2021,806.0,Vermoegenssteuer,Vermögenssteuer,15,Hirzbrunnen,10,Wirtschaft und Arbeit,Die Vermögenssteuer ist für mich,Eine hohe Vermögenssteuer ist für mich,Fr.,806 Fr.
2024,14,2021,2021,372.0,Vermoegenssteuer,Vermögenssteuer,16,Rosental,3,Wirtschaft und Arbeit,Die Vermögenssteuer ist für mich,Eine hohe Vermögenssteuer ist für mich,Fr.,372 Fr.
2024,14,2021,2021,723.0,Vermoegenssteuer,Vermögenssteuer,17,Matthäus,8,Wirtschaft und Arbeit,Die Vermögenssteuer ist für mich,Eine hohe Vermögenssteuer ist für mich,Fr.,723 Fr.
2024,14,2021,2021,245.0,Vermoegenssteuer,Vermögenssteuer,18,Klybeck,2,Wirtschaft und Arbeit,Die Vermögenssteuer ist für mich,Eine hohe Vermögenssteuer ist für mich,Fr.,245 Fr.
2024,14,2021,2021,232.0,Vermoegenssteuer,Vermögenssteuer,19,Kleinhüningen,1,Wirtschaft und Arbeit,Die Vermögenssteuer ist für mich,Eine hohe Vermögenssteuer ist für mich,Fr.,232 Fr.
2024,14,2021,2021,3703.0,Vermoegenssteuer,Vermögenssteuer,20,Riehen,16,Wirtschaft und Arbeit,Die Vermögenssteuer ist für mich,Eine hohe Vermögenssteuer ist für mich,Fr.,3 703 Fr.
2024,14,2021,2021,16722.0,Vermoegenssteuer,Vermögenssteuer,30,Bettingen,21,Wirtschaft und Arbeit,Die Vermögenssteuer ist für mich,Eine hohe Vermögenssteuer ist für mich,Fr.,16 722 Fr.
2024,14,2021,2021,3012.0,Vermoegenssteuer,Vermögenssteuer,99,Kanton Basel-Stadt,15,Wirtschaft und Arbeit,Die Vermögenssteuer ist für mich,Eine hohe Vermögenssteuer ist für mich,Fr.,3 012 Fr.
2024,15,2021,2021,27554.0,Einkommenssteuer,Einkommenssteuer,1,Altstadt Grossbasel,21,Wirtschaft und Arbeit,Die Einkommenssteuer ist für mich,Eine hohe Einkommenssteuer ist für mich,Fr.,27 554 Fr.
2024,15,2021,2021,34601.0,Einkommenssteuer,Einkommenssteuer,2,Vorstädte,22,Wirtschaft und Arbeit,Die Einkommenssteuer ist für mich,Eine hohe Einkommenssteuer ist für mich,Fr.,34 601 Fr.
2024,15,2021,2021,12813.0,Einkommenssteuer,Einkommenssteuer,3,Am Ring,15,Wirtschaft und Arbeit,Die Einkommenssteuer ist für mich,Eine hohe Einkommenssteuer ist für mich,Fr.,12 813 Fr.
2024,15,2021,2021,7640.0,Einkommenssteuer,Einkommenssteuer,4,Breite,7,Wirtschaft und Arbeit,Die Einkommenssteuer ist für mich,Eine hohe Einkommenssteuer ist für mich,Fr.,7 640 Fr.
2024,15,2021,2021,17138.0,Einkommenssteuer,Einkommenssteuer,5,St. Alban,18,Wirtschaft und Arbeit,Die Einkommenssteuer ist für mich,Eine hohe Einkommenssteuer ist für mich,Fr.,17 138 Fr.
2024,15,2021,2021,8220.0,Einkommenssteuer,Einkommenssteuer,6,Gundeldingen,10,Wirtschaft und Arbeit,Die Einkommenssteuer ist für mich,Eine hohe Einkommenssteuer ist für mich,Fr.,8 220 Fr.
2024,15,2021,2021,24476.0,Einkommenssteuer,Einkommenssteuer,7,Bruderholz,19,Wirtschaft und Arbeit,Die Einkommenssteuer ist für mich,Eine hohe Einkommenssteuer ist für mich,Fr.,24 476 Fr.
2024,15,2021,2021,12524.0,Einkommenssteuer,Einkommenssteuer,8,Bachletten,14,Wirtschaft und Arbeit,Die Einkommenssteuer ist für mich,Eine hohe Einkommenssteuer ist für mich,Fr.,12 524 Fr.
2024,15,2021,2021,9558.0,Einkommenssteuer,Einkommenssteuer,9,Gotthelf,12,Wirtschaft und Arbeit,Die Einkommenssteuer ist für mich,Eine hohe Einkommenssteuer ist für mich,Fr.,9 558 Fr.
2024,15,2021,2021,6336.0,Einkommenssteuer,Einkommenssteuer,10,Iselin,3,Wirtschaft und Arbeit,Die Einkommenssteuer ist für mich,Eine hohe Einkommenssteuer ist für mich,Fr.,6 336 Fr.
2024,15,2021,2021,7243.0,Einkommenssteuer,Einkommenssteuer,11,St. Johann,6,Wirtschaft und Arbeit,Die Einkommenssteuer ist für mich,Eine hohe Einkommenssteuer ist für mich,Fr.,7 243 Fr.
2024,15,2021,2021,9097.0,Einkommenssteuer,Einkommenssteuer,12,Altstadt Kleinbasel,11,Wirtschaft und Arbeit,Die Einkommenssteuer ist für mich,Eine hohe Einkommenssteuer ist für mich,Fr.,9 097 Fr.
2024,15,2021,2021,7233.0,Einkommenssteuer,Einkommenssteuer,13,Clara,5,Wirtschaft und Arbeit,Die Einkommenssteuer ist für mich,Eine hohe Einkommenssteuer ist für mich,Fr.,7 233 Fr.
2024,15,2021,2021,14822.0,Einkommenssteuer,Einkommenssteuer,14,Wettstein,17,Wirtschaft und Arbeit,Die Einkommenssteuer ist für mich,Eine hohe Einkommenssteuer ist für mich,Fr.,14 822 Fr.
2024,15,2021,2021,8138.0,Einkommenssteuer,Einkommenssteuer,15,Hirzbrunnen,8,Wirtschaft und Arbeit,Die Einkommenssteuer ist für mich,Eine hohe Einkommenssteuer ist für mich,Fr.,8 138 Fr.
2024,15,2021,2021,8159.0,Einkommenssteuer,Einkommenssteuer,16,Rosental,9,Wirtschaft und Arbeit,Die Einkommenssteuer ist für mich,Eine hohe Einkommenssteuer ist für mich,Fr.,8 159 Fr.
2024,15,2021,2021,7033.0,Einkommenssteuer,Einkommenssteuer,17,Matthäus,4,Wirtschaft und Arbeit,Die Einkommenssteuer ist für mich,Eine hohe Einkommenssteuer ist für mich,Fr.,7 033 Fr.
2024,15,2021,2021,4607.0,Einkommenssteuer,Einkommenssteuer,18,Klybeck,1,Wirtschaft und Arbeit,Die Einkommenssteuer ist für mich,Eine hohe Einkommenssteuer ist für mich,Fr.,4 607 Fr.
2024,15,2021,2021,4716.0,Einkommenssteuer,Einkommenssteuer,19,Kleinhüningen,2,Wirtschaft und Arbeit,Die Einkommenssteuer ist für mich,Eine hohe Einkommenssteuer ist für mich,Fr.,4 716 Fr.
2024,15,2021,2021,13467.0,Einkommenssteuer,Einkommenssteuer,20,Riehen,16,Wirtschaft und Arbeit,Die Einkommenssteuer ist für mich,Eine hohe Einkommenssteuer ist für mich,Fr.,13 467 Fr.
2024,15,2021,2021,26400.0,Einkommenssteuer,Einkommenssteuer,30,Bettingen,20,Wirtschaft und Arbeit,Die Einkommenssteuer ist für mich,Eine hohe Einkommenssteuer ist für mich,Fr.,26 400 Fr.
2024,15,2021,2021,11285.0,Einkommenssteuer,Einkommenssteuer,99,Kanton Basel-Stadt,13,Wirtschaft und Arbeit,Die Einkommenssteuer ist für mich,Eine hohe Einkommenssteuer ist für mich,Fr.,11 285 Fr.
2024,16,2018-2022,2018-2022,0.7813881,Erwerbstaetigenquote,Erwerbstätigenquote,1,Altstadt Grossbasel,20,Wirtschaft und Arbeit,Die Erwerbstätigenquote ist für mich,Eine hohe Erwerbstätigenquote ist für mich,,"78,1%"
2024,16,2018-2022,2018-2022,0.7603255,Erwerbstaetigenquote,Erwerbstätigenquote,2,Vorstädte,18,Wirtschaft und Arbeit,Die Erwerbstätigenquote ist für mich,Eine hohe Erwerbstätigenquote ist für mich,, 76%
2024,16,2018-2022,2018-2022,0.7753934,Erwerbstaetigenquote,Erwerbstätigenquote,3,Am Ring,19,Wirtschaft und Arbeit,Die Erwerbstätigenquote ist für mich,Eine hohe Erwerbstätigenquote ist für mich,,"77,5%"
2024,16,2018-2022,2018-2022,0.7047208,Erwerbstaetigenquote,Erwerbstätigenquote,4,Breite,7,Wirtschaft und Arbeit,Die Erwerbstätigenquote ist für mich,Eine hohe Erwerbstätigenquote ist für mich,,"70,5%"
2024,16,2018-2022,2018-2022,0.7233697,Erwerbstaetigenquote,Erwerbstätigenquote,5,St. Alban,14,Wirtschaft und Arbeit,Die Erwerbstätigenquote ist für mich,Eine hohe Erwerbstätigenquote ist für mich,,"72,3%"
2024,16,2018-2022,2018-2022,0.7519531,Erwerbstaetigenquote,Erwerbstätigenquote,6,Gundeldingen,17,Wirtschaft und Arbeit,Die Erwerbstätigenquote ist für mich,Eine hohe Erwerbstätigenquote ist für mich,,"75,2%"
2024,16,2018-2022,2018-2022,0.7167777,Erwerbstaetigenquote,Erwerbstätigenquote,7,Bruderholz,11,Wirtschaft und Arbeit,Die Erwerbstätigenquote ist für mich,Eine hohe Erwerbstätigenquote ist für mich,,"71,7%"
2024,16,2018-2022,2018-2022,0.7471028,Erwerbstaetigenquote,Erwerbstätigenquote,8,Bachletten,16,Wirtschaft und Arbeit,Die Erwerbstätigenquote ist für mich,Eine hohe Erwerbstätigenquote ist für mich,,"74,7%"
2024,16,2018-2022,2018-2022,0.734909,Erwerbstaetigenquote,Erwerbstätigenquote,9,Gotthelf,15,Wirtschaft und Arbeit,Die Erwerbstätigenquote ist für mich,Eine hohe Erwerbstätigenquote ist für mich,,"73,5%"
2024,16,2018-2022,2018-2022,0.6972724,Erwerbstaetigenquote,Erwerbstätigenquote,10,Iselin,6,Wirtschaft und Arbeit,Die Erwerbstätigenquote ist für mich,Eine hohe Erwerbstätigenquote ist für mich,,"69,7%"
2024,16,2018-2022,2018-2022,0.7151063,Erwerbstaetigenquote,Erwerbstätigenquote,11,St. Johann,9,Wirtschaft und Arbeit,Die Erwerbstätigenquote ist für mich,Eine hohe Erwerbstätigenquote ist für mich,,"71,5%"
2024,16,2018-2022,2018-2022,0.8067397,Erwerbstaetigenquote,Erwerbstätigenquote,12,Altstadt Kleinbasel,21,Wirtschaft und Arbeit,Die Erwerbstätigenquote ist für mich,Eine hohe Erwerbstätigenquote ist für mich,,"80,7%"
2024,16,2018-2022,2018-2022,0.7159412,Erwerbstaetigenquote,Erwerbstätigenquote,13,Clara,10,Wirtschaft und Arbeit,Die Erwerbstätigenquote ist für mich,Eine hohe Erwerbstätigenquote ist für mich,,"71,6%"
2024,16,2018-2022,2018-2022,0.821088,Erwerbstaetigenquote,Erwerbstätigenquote,14,Wettstein,22,Wirtschaft und Arbeit,Die Erwerbstätigenquote ist für mich,Eine hohe Erwerbstätigenquote ist für mich,,"82,1%"
2024,16,2018-2022,2018-2022,0.7228669,Erwerbstaetigenquote,Erwerbstätigenquote,15,Hirzbrunnen,13,Wirtschaft und Arbeit,Die Erwerbstätigenquote ist für mich,Eine hohe Erwerbstätigenquote ist für mich,,"72,3%"
2024,16,2018-2022,2018-2022,0.6929327,Erwerbstaetigenquote,Erwerbstätigenquote,16,Rosental,3,Wirtschaft und Arbeit,Die Erwerbstätigenquote ist für mich,Eine hohe Erwerbstätigenquote ist für mich,,"69,3%"
2024,16,2018-2022,2018-2022,0.7146829,Erwerbstaetigenquote,Erwerbstätigenquote,17,Matthäus,8,Wirtschaft und Arbeit,Die Erwerbstätigenquote ist für mich,Eine hohe Erwerbstätigenquote ist für mich,,"71,5%"
2024,16,2018-2022,2018-2022,0.6352123,Erwerbstaetigenquote,Erwerbstätigenquote,18,Klybeck,2,Wirtschaft und Arbeit,Die Erwerbstätigenquote ist für mich,Eine hohe Erwerbstätigenquote ist für mich,,"63,5%"
2024,16,2018-2022,2018-2022,0.5525901,Erwerbstaetigenquote,Erwerbstätigenquote,19,Kleinhüningen,1,Wirtschaft und Arbeit,Die Erwerbstätigenquote ist für mich,Eine hohe Erwerbstätigenquote ist für mich,,"55,3%"
2024,16,2018-2022,2018-2022,0.6957735,Erwerbstaetigenquote,Erwerbstätigenquote,20,Riehen,4,Wirtschaft und Arbeit,Die Erwerbstätigenquote ist für mich,Eine hohe Erwerbstätigenquote ist für mich,,"69,6%"
2024,16,2018-2022,2018-2022,0.6957735,Erwerbstaetigenquote,Erwerbstätigenquote,30,Bettingen,4,Wirtschaft und Arbeit,Die Erwerbstätigenquote ist für mich,Eine hohe Erwerbstätigenquote ist für mich,,"69,6%"
2024,16,2018-2022,2018-2022,0.721,Erwerbstaetigenquote,Erwerbstätigenquote,99,Kanton Basel-Stadt,12,Wirtschaft und Arbeit,Die Erwerbstätigenquote ist für mich,Eine hohe Erwerbstätigenquote ist für mich,,"72,1%"
2024,17,2021,2021,3.6851086,Arbeitsplaetzeprokopf,Arbeitsplätze pro Kopf,1,Altstadt Grossbasel,21,Wirtschaft und Arbeit,Der Anteil Arbeitsplätze pro Kopf ist für mich,Ein hoher Anteil Arbeitsplätze pro Kopf ist für mich,,"3,69"
2024,17,2021,2021,4.622108,Arbeitsplaetzeprokopf,Arbeitsplätze pro Kopf,2,Vorstädte,22,Wirtschaft und Arbeit,Der Anteil Arbeitsplätze pro Kopf ist für mich,Ein hoher Anteil Arbeitsplätze pro Kopf ist für mich,,"4,62"
2024,17,2021,2021,0.939805,Arbeitsplaetzeprokopf,Arbeitsplätze pro Kopf,3,Am Ring,15,Wirtschaft und Arbeit,Der Anteil Arbeitsplätze pro Kopf ist für mich,Ein hoher Anteil Arbeitsplätze pro Kopf ist für mich,,"0,94"
2024,17,2021,2021,0.1370058,Arbeitsplaetzeprokopf,Arbeitsplätze pro Kopf,4,Breite,2,Wirtschaft und Arbeit,Der Anteil Arbeitsplätze pro Kopf ist für mich,Ein hoher Anteil Arbeitsplätze pro Kopf ist für mich,,"0,137"
2024,17,2021,2021,2.3068373,Arbeitsplaetzeprokopf,Arbeitsplätze pro Kopf,5,St. Alban,19,Wirtschaft und Arbeit,Der Anteil Arbeitsplätze pro Kopf ist für mich,Ein hoher Anteil Arbeitsplätze pro Kopf ist für mich,,"2,31"
2024,17,2021,2021,0.6064143,Arbeitsplaetzeprokopf,Arbeitsplätze pro Kopf,6,Gundeldingen,12,Wirtschaft und Arbeit,Der Anteil Arbeitsplätze pro Kopf ist für mich,Ein hoher Anteil Arbeitsplätze pro Kopf ist für mich,,"0,606"
2024,17,2021,2021,0.1238738,Arbeitsplaetzeprokopf,Arbeitsplätze pro Kopf,7,Bruderholz,1,Wirtschaft und Arbeit,Der Anteil Arbeitsplätze pro Kopf ist für mich,Ein hoher Anteil Arbeitsplätze pro Kopf ist für mich,,"0,124"
2024,17,2021,2021,0.1876437,Arbeitsplaetzeprokopf,Arbeitsplätze pro Kopf,8,Bachletten,7,Wirtschaft und Arbeit,Der Anteil Arbeitsplätze pro Kopf ist für mich,Ein hoher Anteil Arbeitsplätze pro Kopf ist für mich,,"0,188"
2024,17,2021,2021,0.2895991,Arbeitsplaetzeprokopf,Arbeitsplätze pro Kopf,9,Gotthelf,9,Wirtschaft und Arbeit,Der Anteil Arbeitsplätze pro Kopf ist für mich,Ein hoher Anteil Arbeitsplätze pro Kopf ist für mich,,"0,29"
2024,17,2021,2021,0.1657527,Arbeitsplaetzeprokopf,Arbeitsplätze pro Kopf,10,Iselin,5,Wirtschaft und Arbeit,Der Anteil Arbeitsplätze pro Kopf ist für mich,Ein hoher Anteil Arbeitsplätze pro Kopf ist für mich,,"0,166"
2024,17,2021,2021,1.023927,Arbeitsplaetzeprokopf,Arbeitsplätze pro Kopf,11,St. Johann,16,Wirtschaft und Arbeit,Der Anteil Arbeitsplätze pro Kopf ist für mich,Ein hoher Anteil Arbeitsplätze pro Kopf ist für mich,,"1,02"
2024,17,2021,2021,1.8234557,Arbeitsplaetzeprokopf,Arbeitsplätze pro Kopf,12,Altstadt Kleinbasel,17,Wirtschaft und Arbeit,Der Anteil Arbeitsplätze pro Kopf ist für mich,Ein hoher Anteil Arbeitsplätze pro Kopf ist für mich,,"1,82"
2024,17,2021,2021,0.4957204,Arbeitsplaetzeprokopf,Arbeitsplätze pro Kopf,13,Clara,11,Wirtschaft und Arbeit,Der Anteil Arbeitsplätze pro Kopf ist für mich,Ein hoher Anteil Arbeitsplätze pro Kopf ist für mich,,"0,496"
2024,17,2021,2021,1.8331939,Arbeitsplaetzeprokopf,Arbeitsplätze pro Kopf,14,Wettstein,18,Wirtschaft und Arbeit,Der Anteil Arbeitsplätze pro Kopf ist für mich,Ein hoher Anteil Arbeitsplätze pro Kopf ist für mich,,"1,83"
2024,17,2021,2021,0.2816528,Arbeitsplaetzeprokopf,Arbeitsplätze pro Kopf,15,Hirzbrunnen,8,Wirtschaft und Arbeit,Der Anteil Arbeitsplätze pro Kopf ist für mich,Ein hoher Anteil Arbeitsplätze pro Kopf ist für mich,,"0,282"
2024,17,2021,2021,0.6296403,Arbeitsplaetzeprokopf,Arbeitsplätze pro Kopf,16,Rosental,13,Wirtschaft und Arbeit,Der Anteil Arbeitsplätze pro Kopf ist für mich,Ein hoher Anteil Arbeitsplätze pro Kopf ist für mich,,"0,63"
2024,17,2021,2021,0.1704631,Arbeitsplaetzeprokopf,Arbeitsplätze pro Kopf,17,Matthäus,6,Wirtschaft und Arbeit,Der Anteil Arbeitsplätze pro Kopf ist für mich,Ein hoher Anteil Arbeitsplätze pro Kopf ist für mich,,"0,17"
2024,17,2021,2021,0.4584357,Arbeitsplaetzeprokopf,Arbeitsplätze pro Kopf,18,Klybeck,10,Wirtschaft und Arbeit,Der Anteil Arbeitsplätze pro Kopf ist für mich,Ein hoher Anteil Arbeitsplätze pro Kopf ist für mich,,"0,458"
2024,17,2021,2021,2.3079066,Arbeitsplaetzeprokopf,Arbeitsplätze pro Kopf,19,Kleinhüningen,20,Wirtschaft und Arbeit,Der Anteil Arbeitsplätze pro Kopf ist für mich,Ein hoher Anteil Arbeitsplätze pro Kopf ist für mich,,"2,31"
2024,17,2021,2021,0.1556797,Arbeitsplaetzeprokopf,Arbeitsplätze pro Kopf,20,Riehen,3,Wirtschaft und Arbeit,Der Anteil Arbeitsplätze pro Kopf ist für mich,Ein hoher Anteil Arbeitsplätze pro Kopf ist für mich,,"0,156"
2024,17,2021,2021,0.1651224,Arbeitsplaetzeprokopf,Arbeitsplätze pro Kopf,30,Bettingen,4,Wirtschaft und Arbeit,Der Anteil Arbeitsplätze pro Kopf ist für mich,Ein hoher Anteil Arbeitsplätze pro Kopf ist für mich,,"0,165"
2024,17,2021,2021,0.75,Arbeitsplaetzeprokopf,Arbeitsplätze pro Kopf,99,Kanton Basel-Stadt,14,Wirtschaft und Arbeit,Der Anteil Arbeitsplätze pro Kopf ist für mich,Ein hoher Anteil Arbeitsplätze pro Kopf ist für mich,,"0,75"
